field,field_category,journal_name,issn,issn_alt,publisher,sjr_rank,sjr_score,areas
History,History,British Journal for the Philosophy of Science,1464-3537,0007-0882,University of Chicago Press,1558,1.923,Arts and Humanities
History,History and Philosophy of Science,Philosophy and Technology,2210-5433,2210-5441,Springer Netherlands,1644,1.862,Arts and Humanities
History,History and Philosophy of Science,Philosophy and Phenomenological Research,0031-8205,1933-1592,Wiley-Blackwell,2197,1.573,Arts and Humanities
History,History and Philosophy of Science,Philosophy and Public Affairs,1088-4963,0048-3915,Wiley-Blackwell Publishing Ltd,2364,1.508,Arts and Humanities; Social Sciences
History,History,Social Studies of Science,1460-3659,0306-3127,SAGE Publications Ltd,3119,1.293,Arts and Humanities; Social Sciences
History,History,Dementia,1741-2684,1471-3012,SAGE Publications Ltd,4045,1.113,Arts and Humanities; Medicine; Social Sciences
History,History and Philosophy of Science,Journal of Sociolinguistics,1360-6441,1467-9841,Wiley-Blackwell Publishing Ltd,4415,1.057,Arts and Humanities; Social Sciences
History,History,Theory and Society,1573-7853,0304-2421,Springer Netherlands,4479,1.047,Arts and Humanities; Social Sciences
History,History,Cliometrica,1863-2513,1863-2505,Springer Verlag,4621,1.026,"Arts and Humanities; Economics, Econometrics and Finance"
History,History,Studies in History and Philosophy of Science,0039-3681,1879-2510,Elsevier Ltd,4729,1.012,Arts and Humanities
Immunology,Immunology,Nature Reviews Immunology,1474-1741,1474-1733,Nature Research,26,17.458,Immunology and Microbiology; Medicine
Immunology,Immunology and Microbiology (miscellaneous),Nature Reviews Microbiology,1740-1534,1740-1526,Nature Research,44,13.861,Immunology and Microbiology; Medicine
Immunology,Immunology,Immunity,1097-4180,1074-7613,Cell Press,57,12.163,Immunology and Microbiology; Medicine
Immunology,Immunology,Nature Immunology,1529-2908,1529-2916,Nature Research,81,10.39,Immunology and Microbiology; Medicine
Immunology,Immunology,Science Immunology,2470-9468,,American Association for the Advancement of Science,123,8.22,Immunology and Microbiology; Medicine
Immunology,Immunology,Cellular and Molecular Immunology,2042-0226,1672-7681,Springer Nature,213,5.916,Immunology and Microbiology; Medicine
Immunology,Immunology,Journal of Experimental Medicine,0022-1007,1540-9538,Rockefeller University Press,220,5.834,Immunology and Microbiology; Medicine
Immunology,Immunology,Journal of Allergy and Clinical Immunology,1097-6825,0091-6749,Elsevier Inc.,436,3.935,Immunology and Microbiology; Medicine
Immunology,Immunology,Trends in Immunology,1471-4906,1471-4981,Elsevier Ltd,450,3.895,Immunology and Microbiology; Medicine
Immunology,Immunology,The Lancet Rheumatology,2665-9913,,Elsevier Ltd,467,3.837,Immunology and Microbiology; Medicine
Immunology,Immunology,Arthritis and Rheumatology,2326-5191,2326-5205,John Wiley and Sons Ltd,477,3.784,Immunology and Microbiology; Medicine
Immunology,Immunology,Allergy: European Journal of Allergy and Clinical Immunology,0105-4538,1398-9995,Wiley-Blackwell Publishing Ltd,507,3.622,Immunology and Microbiology; Medicine
Immunology,Immunology,Seminars in Immunology,1044-5323,1096-3618,Academic Press,562,3.417,Immunology and Microbiology; Medicine
Immunology,Immunology,Immunological Reviews,0105-2896,1600-065X,Wiley-Blackwell Publishing Ltd,609,3.298,Immunology and Microbiology; Medicine
Immunology,Immunology and Microbiology (miscellaneous),Microbiology and Molecular Biology Reviews,1098-5557,1092-2172,American Society for Microbiology,651,3.165,"Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology; Medicine"
Industrial Engineering,Industrial and Manufacturing Engineering,International Journal of Machine Tools and Manufacture,0890-6955,,Elsevier Ltd,241,5.577,Engineering
Industrial Engineering,Industrial and Manufacturing Engineering,International Journal of Extreme Manufacturing,2631-7990,2631-8644,IOP Publishing Ltd.,574,3.38,Engineering
Industrial Engineering,Industrial and Manufacturing Engineering,Production and Operations Management,1059-1478,1937-5956,SAGE Publications Inc.,587,3.364,"Business, Management and Accounting; Decision Sciences; Engineering"
Industrial Engineering,Industrial and Manufacturing Engineering,Light: Advanced Manufacturing,2689-9620,2831-4093,Light Publishing Group,644,3.177,Engineering; Materials Science; Physics and Astronomy
Industrial Engineering,Industrial and Manufacturing Engineering,Journal of Industrial Information Integration,2452-414X,,Elsevier B.V.,998,2.445,Decision Sciences; Engineering
Industrial Engineering,Industrial and Manufacturing Engineering,International Journal of Production Research,0020-7543,1366-588X,Taylor and Francis Ltd.,1161,2.242,"Business, Management and Accounting; Decision Sciences; Engineering"
Industrial Engineering,Industrial and Manufacturing Engineering,International Journal of Fatigue,0142-1123,,Elsevier Ltd,1683,1.835,Engineering; Materials Science; Mathematics
Industrial Engineering,Industrial and Manufacturing Engineering,Sustainable Materials and Technologies,2214-9929,2214-9937,Elsevier B.V.,2109,1.612,Energy; Engineering; Environmental Science; Materials Science
Industrial Engineering,Industrial and Manufacturing Engineering,Journal of Manufacturing Processes,1526-6125,,Elsevier B.V.,2236,1.556,"Business, Management and Accounting; Decision Sciences; Engineering"
Industrial Engineering,Industrial and Manufacturing Engineering,Advanced Materials Technologies,2365-709X,,Wiley-Blackwell,2248,1.549,Engineering; Materials Science
Industrial Engineering,Industrial and Manufacturing Engineering,Operations Management Research,1936-9743,1936-9735,Springer New York,2616,1.424,"Business, Management and Accounting; Decision Sciences; Engineering"
Industrial Engineering,Industrial and Manufacturing Engineering,Food Engineering Reviews,1866-7910,1866-7929,Springer New York,3182,1.278,Engineering
Industrial Engineering,Industrial and Manufacturing Engineering,CIRP Annals,0007-8506,1726-0604,Elsevier Inc.,3583,1.193,Engineering
Industrial Engineering,"Safety, Risk, Reliability and Quality",Journal of Safety Research,0022-4375,,Elsevier Ltd,3823,1.152,Engineering
Industrial Engineering,Industrial and Manufacturing Engineering,CIRP Journal of Manufacturing Science and Technology,1755-5817,1878-0016,Elsevier B.V.,4150,1.097,Engineering
Infectious Disease,Infectious Diseases,The Lancet Infectious Diseases,1474-4457,1473-3099,Elsevier Ltd,256,5.446,Medicine
Infectious Disease,Infectious Diseases,The Lancet Microbe,2666-5247,,Elsevier Ltd,273,5.262,Immunology and Microbiology; Medicine
Infectious Disease,Infectious Diseases,FEMS Microbiology Reviews,0168-6445,1574-6976,Oxford University Press,570,3.408,Immunology and Microbiology; Medicine
Infectious Disease,Infectious Diseases,Trends in Microbiology,1878-4380,0966-842X,Elsevier Ltd,654,3.152,Immunology and Microbiology; Medicine
Infectious Disease,Infectious Diseases,Clinical Infectious Diseases,1537-6591,1058-4838,Oxford University Press,719,2.992,Medicine
Infectious Disease,Infectious Diseases,Clinical Microbiology and Infection,1198-743X,1469-0691,Elsevier B.V.,835,2.742,Medicine
Infectious Disease,Infectious Diseases,Current Opinion in Microbiology,1879-0364,1369-5274,Elsevier Ltd,959,2.495,Immunology and Microbiology; Medicine
Infectious Disease,Infectious Diseases,Reviews in Medical Virology,1052-9276,1099-1654,John Wiley and Sons Ltd,1320,2.091,Immunology and Microbiology; Medicine
Infectious Disease,Infectious Diseases,Journal of Infection,0163-4453,1532-2742,W.B. Saunders Ltd,1375,2.046,Medicine
Infectious Disease,Microbiology (medical),Journal of Clinical Microbiology,1098-660X,0095-1137,American Society for Microbiology,1620,1.878,Medicine
Infectious Disease,Infectious Diseases,Infectious Disease Clinics of North America,1557-9824,0891-5520,W.B. Saunders,1744,1.796,Medicine
Infectious Disease,Infectious Diseases,Journal of the International AIDS Society,1758-2652,,John Wiley &amp; Sons Inc.,1782,1.769,Medicine
Infectious Disease,Infectious Diseases,The Lancet Regional Health - Southeast Asia,2772-3682,,Elsevier Ltd,1932,1.691,Medicine
Infectious Disease,Infectious Diseases,Current HIV/AIDS Reports,1548-3568,1548-3576,"Current Science, Inc.",2004,1.663,Immunology and Microbiology; Medicine
Infectious Disease,Infectious Diseases,Infectious Diseases of Poverty,2049-9957,2095-5162,BioMed Central Ltd,2154,1.592,Medicine
Information Systems,Information Systems,Journal of Service Research,1094-6705,1552-7379,SAGE Publications Inc.,208,6.011,"Business, Management and Accounting; Computer Science; Social Sciences"
Information Systems,Information Systems,Journal of Strategic Information Systems,0963-8687,,Elsevier B.V.,483,3.765,"Business, Management and Accounting; Computer Science; Decision Sciences"
Information Systems,Information Systems,European Journal of Information Systems,0960-085X,1476-9344,Taylor and Francis Ltd.,551,3.459,"Business, Management and Accounting; Computer Science; Decision Sciences; Social Sciences"
Information Systems,Information Systems,Information and Management,0378-7206,,Elsevier B.V.,751,2.92,"Business, Management and Accounting; Computer Science; Decision Sciences"
Information Systems,Information Systems,Briefings in Bioinformatics,1477-4054,1467-5463,Oxford University Press,1035,2.39,"Biochemistry, Genetics and Molecular Biology; Computer Science"
Information Systems,Information Systems,Business and Information Systems Engineering,1867-0202,2363-7005,Springer Gabler,1198,2.201,Computer Science
Information Systems,Information Systems,Journal of Information Technology,1466-4437,0268-3962,Palgrave Macmillan Ltd.,1207,2.192,"Business, Management and Accounting; Computer Science; Social Sciences"
Information Systems,Information Systems,Information and Organization,1471-7727,,Elsevier Ltd,1734,1.803,"Business, Management and Accounting; Computer Science; Social Sciences"
Information Systems,Information Systems,IEEE Transactions on Big Data,2332-7790,,Institute of Electrical and Electronics Engineers Inc.,2200,1.571,Computer Science; Decision Sciences
Information Systems,Information Systems,Library Hi Tech News,0741-9058,,Emerald Group Publishing Ltd.,3370,1.239,Computer Science; Social Sciences
Information Systems,Information Systems,Library Hi Tech,0737-8831,,Emerald Group Publishing Ltd.,3832,1.15,Computer Science; Social Sciences
Information Systems,Information Systems,Journal of Medical Systems,0148-5598,1573-689X,Springer New York,5157,0.962,Computer Science; Health Professions; Medicine
Information Systems,Information Systems,Neuroinformatics,1539-2791,1559-0089,Humana Press,5467,0.927,Computer Science; Neuroscience
Information Systems,Information Systems,ACM Transactions on Database Systems,1557-4644,0362-5915,Association for Computing Machinery (ACM),5574,0.913,Computer Science
Information Systems,Information Systems,Journal of Innovation and Entrepreneurship,2192-5372,,SpringerOpen,5796,0.889,"Business, Management and Accounting; Computer Science; Economics, Econometrics and Finance; Social Sciences"
Law,Law,International Organization,1531-5088,0020-8183,Cambridge University Press,296,4.977,"Business, Management and Accounting; Social Sciences"
Law,Law,Annual Review of Criminology,2572-4568,,Annual Reviews Inc.,810,2.8,Social Sciences
Law,Law,International Security,1531-4804,0162-2889,,1047,2.371,Social Sciences
Law,Law,Criminology,1745-9125,0011-1384,Wiley-Blackwell,1122,2.287,Medicine; Social Sciences
Law,Law,Yale Law Journal,0044-0094,,Yale Law Journal,1299,2.114,Social Sciences
Law,Law,Criminology and Public Policy,1745-9133,1538-6473,Wiley-Blackwell Publishing Ltd,1818,1.749,Arts and Humanities; Social Sciences
Law,Law,Stanford Law Review,0038-9765,,Stanford Law School,1916,1.698,Medicine; Social Sciences
Law,Law,Ijtihad: Jurnal Wacana Hukum Islam dan Kemanusiaan,1411-9544,2477-8036,Faculty of Sharia State Islamic University of Salatiga,2339,1.517,Arts and Humanities; Social Sciences
Law,Law,Columbia Law Review,0010-1958,,Columbia Law Review Association,2351,1.513,Social Sciences
Law,Law,Police Quarterly,1098-6111,1552-745X,SAGE Publications Inc.,2375,1.503,Social Sciences
Law,Law,El-Mashlahah,2089-1970,2622-8645,Sharia Faculty of State Islamic Institute (IAIN) Palangka Raya,2519,1.455,Social Sciences
Law,Law,Revista de Investigacoes Constitucionais,2359-5639,,Universidade Federal do Parana,2554,1.445,Social Sciences
Law,Law,Regulation and Governance,1748-5983,1748-5991,Wiley-Blackwell Publishing Ltd,2688,1.403,Social Sciences
Law,Law,Journal of Quantitative Criminology,0748-4518,1573-7799,Springer New York,2892,1.349,Medicine; Social Sciences
Law,Law,Virginia Law Review,0042-6601,,University of Virginia,3068,1.306,Social Sciences
Library & Information Science,Library and Information Sciences,Journal of Web Librarianship,1932-2909,1932-2917,Routledge,5821,0.887,Computer Science; Social Sciences
Library & Information Science,Library and Information Sciences,College and Research Libraries,0010-0870,2150-6701,Association of College and Research Libraries,6457,0.827,Social Sciences
Library & Information Science,Library and Information Sciences,Knowledge Management Research and Practice,1477-8238,1477-8246,Taylor and Francis Ltd.,6526,0.822,"Business, Management and Accounting; Decision Sciences; Social Sciences"
Library & Information Science,Library and Information Sciences,Health Information and Libraries Journal,1471-1842,1471-1834,Wiley-Blackwell Publishing Ltd,6891,0.79,Health Professions; Medicine; Social Sciences
Library & Information Science,Library and Information Sciences,Internet Reference Services Quarterly,1540-4749,1087-5301,Routledge,6892,0.79,Social Sciences
Library & Information Science,Library and Information Sciences,Journal of Documentation,0022-0418,,Emerald Group Publishing Ltd.,6931,0.787,Computer Science; Social Sciences
Library & Information Science,Library and Information Sciences,Journal of Decision Systems,2116-7052,1246-0125,Taylor and Francis Ltd.,7242,0.761,"Business, Management and Accounting; Computer Science; Social Sciences"
Library & Information Science,Library and Information Sciences,Reference Services Review,0090-7324,,Emerald Group Publishing Ltd.,7682,0.73,Social Sciences
Library & Information Science,Library and Information Sciences,VINE Journal of Information and Knowledge Management Systems,2059-5905,2059-5891,Emerald Publishing,7691,0.729,"Business, Management and Accounting; Computer Science; Social Sciences"
Library & Information Science,Library and Information Sciences,Library Quarterly,0024-2519,1549-652X,University of Chicago Press,7776,0.723,Social Sciences
Library & Information Science,Library and Information Sciences,Library and Information Science Research,0740-8188,,Elsevier B.V.,7812,0.721,Computer Science; Social Sciences
Library & Information Science,Library and Information Sciences,Aslib Journal of Information Management,2050-3806,2050-3814,Emerald Group Publishing Ltd.,7940,0.711,Computer Science; Social Sciences
Library & Information Science,Library and Information Sciences,Journal of Classification,0176-4268,1432-1343,Springer New York,7950,0.71,Decision Sciences; Mathematics; Psychology; Social Sciences
Library & Information Science,Library and Information Sciences,Communications in Information Literacy,1933-5954,,Communications in Information Literacy,8143,0.697,Social Sciences
Library & Information Science,Library and Information Sciences,Information and Learning Science,2398-5356,2398-5348,Emerald Publishing,8293,0.686,Computer Science; Social Sciences
Linguistics,Linguistics and Language,Research Methods in Applied Linguistics,2772-7661,,Elsevier B.V.,991,2.452,Social Sciences
Linguistics,Linguistics and Language,Modern Language Journal,1540-4781,0026-7902,Wiley-Blackwell,1033,2.394,Social Sciences
Linguistics,Linguistics and Language,Language Teaching,0261-4448,1475-3049,Cambridge University Press,1658,1.855,Social Sciences
Linguistics,Linguistics and Language,Mind and Language,1468-0017,0268-1064,Wiley-Blackwell Publishing Ltd,1994,1.668,Arts and Humanities; Social Sciences
Linguistics,Linguistics and Language,Linguistic Inquiry,0024-3892,,MIT Press Journals,2011,1.661,Social Sciences
Linguistics,Linguistics and Language,Annual Review of Linguistics,2333-9683,2333-9691,Annual Reviews Inc.,2253,1.548,Social Sciences
Linguistics,Linguistics and Language,Language Testing,0265-5322,1477-0946,SAGE Publications Ltd,2357,1.511,Social Sciences
Linguistics,Linguistics and Language,Syntax,1368-0005,1467-9612,Wiley-Blackwell Publishing Ltd,2676,1.407,Social Sciences
Linguistics,Linguistics and Language,Journal of Phonetics,0095-4470,1095-8576,Academic Press,2736,1.39,Health Professions; Social Sciences
Linguistics,Linguistics and Language,Language in Society,1469-8013,0047-4045,Cambridge University Press,3170,1.28,Social Sciences
Linguistics,Linguistics and Language,Language Assessment Quarterly,1543-4303,1543-4311,Routledge,3289,1.253,Social Sciences
Linguistics,Linguistics and Language,Linguistics and Philosophy,0165-0157,,Springer Netherlands,3359,1.242,Arts and Humanities; Social Sciences
Linguistics,Linguistics and Language,Applied Linguistics Review,1868-6303,1868-6311,De Gruyter Mouton,3611,1.188,Social Sciences
Linguistics,Linguistics and Language,Spanish Journal of Psychology,1988-2904,1138-7416,Cambridge University Press,3617,1.188,Psychology; Social Sciences
Linguistics,Linguistics and Language,Neurobiology of Language,2641-4368,,,3663,1.179,Neuroscience; Social Sciences
Marine & Aquatic Science,Aquatic Science,Reviews in Aquaculture,1753-5131,1753-5123,Blackwell Publishing Asia,842,2.729,Agricultural and Biological Sciences; Environmental Science
Marine & Aquatic Science,Aquatic Science,Wiley Interdisciplinary Reviews: Water,2049-1948,,John Wiley &amp; Sons Inc.,938,2.524,Agricultural and Biological Sciences; Earth and Planetary Sciences; Engineering; Environmental Science
Marine & Aquatic Science,Aquatic Science,Limnology and Oceanography Letters,2378-2242,,John Wiley and Sons Inc,1201,2.199,Agricultural and Biological Sciences; Earth and Planetary Sciences
Marine & Aquatic Science,Aquatic Science,Fish and Fisheries,1467-2960,1467-2979,Wiley-Blackwell Publishing Ltd,1252,2.153,Agricultural and Biological Sciences; Earth and Planetary Sciences; Environmental Science
Marine & Aquatic Science,Aquatic Science,Droplet,2769-2159,2731-4375,John Wiley and Sons Inc,1478,1.969,Agricultural and Biological Sciences; Environmental Science
Marine & Aquatic Science,Aquatic Science,Reviews in Fish Biology and Fisheries,0960-3166,1573-5184,Springer Science and Business Media Deutschland GmbH,1813,1.753,Agricultural and Biological Sciences
Marine & Aquatic Science,Aquatic Science,Reviews in Fisheries Science and Aquaculture,2330-8249,2330-8257,Taylor and Francis Ltd.,2074,1.63,Agricultural and Biological Sciences; Environmental Science
Marine & Aquatic Science,Aquatic Science,Harmful Algae,1878-1470,1568-9883,Elsevier B.V.,2095,1.618,Agricultural and Biological Sciences
Marine & Aquatic Science,Aquatic Science,Limnology and Oceanography,0024-3590,1939-5590,Wiley-Blackwell,2214,1.566,Agricultural and Biological Sciences; Earth and Planetary Sciences
Marine & Aquatic Science,Aquatic Science,NPJ Ocean Sustainability,2731-426X,,Springer Nature,2353,1.513,Agricultural and Biological Sciences; Earth and Planetary Sciences; Environmental Science
Marine & Aquatic Science,Aquatic Science,Journal of Geophysical Research: Biogeosciences,2169-8953,2169-8961,John Wiley and Sons Inc,2591,1.432,Agricultural and Biological Sciences; Earth and Planetary Sciences; Environmental Science
Marine & Aquatic Science,Aquatic Science,Marine Pollution Bulletin,0025-326X,1879-3363,Elsevier Ltd,2691,1.402,Agricultural and Biological Sciences; Earth and Planetary Sciences; Environmental Science
Marine & Aquatic Science,Aquatic Science,Progress in Oceanography,0079-6611,,Elsevier Ltd,2856,1.357,Agricultural and Biological Sciences; Earth and Planetary Sciences
Marine & Aquatic Science,Aquatic Science,Aquatic Toxicology,0166-445X,1879-1514,Elsevier B.V.,3265,1.256,Agricultural and Biological Sciences; Environmental Science
Marine & Aquatic Science,Aquatic Science,Ocean and Coastal Management,0964-5691,,Elsevier B.V.,3339,1.245,Agricultural and Biological Sciences; Earth and Planetary Sciences; Environmental Science
Marketing,Marketing,Journal of Retailing,0022-4359,,Elsevier B.V.,381,4.204,"Business, Management and Accounting"
Marketing,Marketing,International Journal of Research in Marketing,0167-8116,,Elsevier B.V.,454,3.869,"Business, Management and Accounting"
Marketing,Marketing,Journal of Business Research,0148-2963,,Elsevier Inc.,539,3.499,"Business, Management and Accounting"
Marketing,Marketing,Journal of Public Administration Research and Theory,1477-9803,1053-1858,Oxford University Press,554,3.454,"Business, Management and Accounting; Social Sciences"
Marketing,Marketing,Journal of Retailing and Consumer Services,0969-6989,,Elsevier Ltd,557,3.439,"Business, Management and Accounting"
Marketing,Marketing,Journal of Research in Interactive Marketing,2040-7122,,Emerald Group Publishing Ltd.,600,3.336,"Business, Management and Accounting"
Marketing,Marketing,Public Administration Review,0033-3352,1540-6210,Wiley-Blackwell,730,2.964,"Business, Management and Accounting; Social Sciences"
Marketing,Marketing,Industrial Marketing Management,0019-8501,,Elsevier Inc.,894,2.621,"Business, Management and Accounting"
Marketing,Marketing,Journal of Travel and Tourism Marketing,1054-8408,1540-7306,Routledge,1109,2.299,"Business, Management and Accounting"
Marketing,Marketing,Journal of Purchasing and Supply Management,1478-4092,,Elsevier Ltd,1326,2.084,"Business, Management and Accounting"
Marketing,Marketing,Marketing Theory,1470-5931,1741-301X,SAGE Publications Ltd,1777,1.774,"Business, Management and Accounting"
Marketing,Marketing,European Journal of Marketing,0309-0566,,Emerald Group Publishing Ltd.,1891,1.709,"Business, Management and Accounting"
Marketing,Marketing,Journal of Current Issues and Research in Advertising,1064-1734,2164-7313,Taylor and Francis Ltd.,1990,1.669,"Business, Management and Accounting"
Marketing,Marketing,Journal of Marketing Theory and Practice,1069-6679,,Taylor and Francis Ltd.,2048,1.645,"Business, Management and Accounting"
Marketing,Marketing,Journal of Brand Management,1479-1803,1350-231X,Palgrave Macmillan Ltd.,2350,1.514,"Business, Management and Accounting"
Materials Science,Biomaterials,Nature Reviews Materials,2058-8437,,Nature Publishing Group,13,19.43,Energy; Materials Science
Materials Science,"Electronic, Optical and Magnetic Materials",Nature Energy,2058-7546,,Springer Nature,25,17.599,Energy; Materials Science
Materials Science,Materials Science (miscellaneous),Advanced Materials,0935-9648,1521-4095,Wiley-Blackwell,104,8.851,Engineering; Materials Science
Materials Science,Materials Science (miscellaneous),Progress in Materials Science,1873-2208,0079-6425,Elsevier Ltd,111,8.566,Materials Science
Materials Science,Materials Science (miscellaneous),Advanced Energy Materials,1614-6832,1614-6840,John Wiley and Sons Inc,116,8.378,Energy; Materials Science
Materials Science,Materials Science (miscellaneous),Interdisciplinary Materials,2767-441X,2767-4401,John Wiley and Sons Inc,148,7.351,Materials Science
Materials Science,Ceramics and Composites,Progress in Polymer Science,0079-6700,,Elsevier Ltd,204,6.089,Chemistry; Materials Science; Physics and Astronomy
Materials Science,"Electronic, Optical and Magnetic Materials",InfoMat,2567-3165,,John Wiley and Sons Ltd,237,5.683,Materials Science
Materials Science,Biomaterials,Advanced Functional Materials,1616-301X,,Wiley-VCH Verlag,257,5.439,Chemistry; Materials Science; Physics and Astronomy
Materials Science,Biomaterials,EnergyChem,2589-7780,,Elsevier B.V.,279,5.185,Chemistry; Energy; Materials Science
Materials Science,Materials Science (miscellaneous),Matter,2590-2393,2590-2385,Cell Press,308,4.804,Materials Science
Materials Science,Biomaterials,Bioactive Materials,2452-199X,,KeAi Communications Co.,405,4.075,"Biochemistry, Genetics and Molecular Biology; Engineering; Materials Science"
Materials Science,"Electronic, Optical and Magnetic Materials",Advanced Fiber Materials,2524-7921,2524-793X,Springer Nature,440,3.919,Materials Science
Materials Science,Ceramics and Composites,Journal of Advanced Ceramics,2227-8508,2226-4108,Tsinghua University Press,519,3.591,Materials Science
Materials Science,Materials Chemistry,International Materials Reviews,0950-6608,1743-2804,SAGE Publications Inc.,523,3.574,Engineering; Materials Science
Mathematics,Applied Mathematics,Journal of Econometrics,0304-4076,1872-6895,Elsevier B.V.,55,12.168,"Economics, Econometrics and Finance; Mathematics"
Mathematics,Mathematics (miscellaneous),Acta Mathematica,0001-5962,,Springer Netherlands,100,9.069,Mathematics
Mathematics,Mathematics (miscellaneous),Annals of Mathematics,0003-486X,,Department of Mathematics at Princeton University,109,8.627,Decision Sciences; Mathematics
Mathematics,Applied Mathematics,Journal of the American Mathematical Society,1088-6834,0894-0347,American Mathematical Society,160,7.033,Mathematics
Mathematics,Mathematics (miscellaneous),Publications Mathematiques de l'Institut des Hautes Etudes Scientifiques,1618-1913,0073-8301,Springer Verlag,176,6.783,Mathematics
Mathematics,Mathematics (miscellaneous),Acta Numerica,1474-0508,0962-4929,Cambridge University Press,181,6.61,Mathematics
Mathematics,Mathematics (miscellaneous),Inventiones Mathematicae,0020-9910,1432-1297,Springer New York,202,6.183,Mathematics
Mathematics,Applied Mathematics,PRX Quantum,2691-3399,,American Physical Society,268,5.341,Computer Science; Engineering; Materials Science; Mathematics; Physics and Astronomy
Mathematics,Applied Mathematics,IEEE Transactions on Wireless Communications,1536-1276,1558-2248,Institute of Electrical and Electronics Engineers Inc.,353,4.454,Computer Science; Engineering; Mathematics
Mathematics,Algebra and Number Theory,"Forum of Mathematics, Pi",2050-5086,,Cambridge University Press,398,4.116,Mathematics
Mathematics,Control and Optimization,Foundations and Trends in Systems and Control,2325-6826,2325-6818,Now Publishers Inc,420,4.006,Engineering; Mathematics
Mathematics,Mathematics (miscellaneous),Cambridge Journal of Mathematics,2168-0949,2168-0930,"International Press, Inc.",435,3.94,Mathematics
Mathematics,Mathematics (miscellaneous),Duke Mathematical Journal,1547-7398,0012-7094,Duke University Press,442,3.913,Mathematics
Mathematics,Applied Mathematics,IEEE Transactions on Pattern Analysis and Machine Intelligence,0162-8828,,IEEE Computer Society,444,3.91,Computer Science; Mathematics
Mathematics,Applied Mathematics,Communications on Pure and Applied Mathematics,0010-3640,1097-0312,Wiley-Liss Inc.,463,3.848,Mathematics
Mechanical & Aerospace Engineering,Mechanical Engineering,Applied Mechanics Reviews,0003-6900,1088-8535,The American Society of Mechanical Engineers(ASME),593,3.356,Engineering
Mechanical & Aerospace Engineering,Mechanics of Materials,Journal of Magnesium and Alloys,2213-9567,,KeAi Communications Co.,615,3.282,Engineering; Materials Science
Mechanical & Aerospace Engineering,Aerospace Engineering,Progress in Aerospace Sciences,0376-0421,,Elsevier Ltd,619,3.27,Engineering
Mechanical & Aerospace Engineering,Computational Mechanics,npj Urban Sustainability,2661-8001,,Springer Nature,642,3.185,Engineering; Environmental Science
Mechanical & Aerospace Engineering,Automotive Engineering,eTransportation,2590-1168,,Elsevier B.V.,700,3.03,Energy; Engineering; Social Sciences
Mechanical & Aerospace Engineering,Automotive Engineering,Transportation Research Part C: Emerging Technologies,0968-090X,,Elsevier Ltd,838,2.734,Computer Science; Decision Sciences; Engineering; Social Sciences
Mechanical & Aerospace Engineering,Aerospace Engineering,Satellite Navigation,2662-9291,2662-1363,Springer International Publishing,881,2.658,Computer Science; Engineering
Mechanical & Aerospace Engineering,Aerospace Engineering,Mechanical Systems and Signal Processing,0888-3270,1096-1216,Academic Press,888,2.636,Computer Science; Engineering
Mechanical & Aerospace Engineering,Automotive Engineering,IEEE Transactions on Transportation Electrification,2332-7782,,Institute of Electrical and Electronics Engineers Inc.,893,2.622,Energy; Engineering; Social Sciences
Mechanical & Aerospace Engineering,Automotive Engineering,IEEE Transactions on Intelligent Transportation Systems,1558-0016,1524-9050,Institute of Electrical and Electronics Engineers Inc.,906,2.589,Computer Science; Engineering
Mechanical & Aerospace Engineering,Computational Mechanics,Computer Methods in Applied Mechanics and Engineering,0045-7825,,Elsevier B.V.,1016,2.412,Computer Science; Engineering; Physics and Astronomy
Mechanical & Aerospace Engineering,Aerospace Engineering,International Journal of Mechanical Sciences,0020-7403,,Elsevier Ltd,1214,2.188,Engineering; Materials Science; Mathematics; Physics and Astronomy
Mechanical & Aerospace Engineering,Aerospace Engineering,IEEE Transactions on Vehicular Technology,0018-9545,1939-9359,Institute of Electrical and Electronics Engineers Inc.,1250,2.156,Computer Science; Engineering; Mathematics
Mechanical & Aerospace Engineering,Aerospace Engineering,Transportation Research Part A: Policy and Practice,0965-8564,,Elsevier Ltd,1288,2.124,"Business, Management and Accounting; Decision Sciences; Engineering; Social Sciences"
Mechanical & Aerospace Engineering,Automotive Engineering,IEEE Vehicular Technology Magazine,1556-6072,,Institute of Electrical and Electronics Engineers Inc.,1307,2.105,Engineering
Microbiology,Applied Microbiology and Biotechnology,Nature Biotechnology,1546-1696,1087-0156,Nature Research,18,19.006,"Biochemistry, Genetics and Molecular Biology; Chemical Engineering; Engineering; Immunology and Microbiology"
Microbiology,Applied Microbiology and Biotechnology,Nature Reviews Bioengineering,2731-6092,,Springer Nature,131,7.993,"Biochemistry, Genetics and Molecular Biology; Engineering; Immunology and Microbiology"
Microbiology,Applied Microbiology and Biotechnology,Nature Microbiology,2058-5276,,Nature Research,167,6.893,"Biochemistry, Genetics and Molecular Biology; Immunology and Microbiology; Medicine"
Microbiology,Microbiology,Microbiome,2049-2618,,BioMed Central Ltd,397,4.117,Immunology and Microbiology; Medicine
Microbiology,Virology,Annual Review of Virology,2327-0578,2327-056X,Annual Reviews Inc.,415,4.025,Immunology and Microbiology
Microbiology,Microbiology,Soil Biology and Biochemistry,0038-0717,,Elsevier Ltd,426,3.982,Agricultural and Biological Sciences; Immunology and Microbiology
